time_index,CA0,T_in,v,q1_dot,q2_dot,q3_dot,CA1_clean,CB1_clean,CC1_clean,T1_clean,CA2_clean,CB2_clean,CC2_clean,T2_clean,CA3_clean,CB3_clean,CC3_clean,T3_clean,CA_final_measured,CB_final_measured,CC_final_measured,T_out_final_measured
12,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,68.21113346122203,18.90939976033758,18.90939976033758,1288.4623816291878,55.20212097066059,31.934427606812985,31.934427606812985,1287.9367357766039,47.4181654773704,39.741560523504546,39.741560523504546,1286.752635351653,42.81812531899313,35.447586294163955,37.32888504656941,1284.500017276503
13,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,68.14926818090031,18.97007918537646,18.97007918537646,1288.4932610524531,54.82670320733046,32.30627576016014,32.30627576016014,1288.306924306098,46.478266120670014,40.67608447141994,40.67608447141994,1287.83464557821,41.708212673719096,35.50176772939383,37.079204110030624,1285.4321638444426
14,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,68.10225129962477,19.016164358566545,19.016164358566545,1288.5172953847748,54.52160711997688,32.60834253238563,32.60834253238563,1288.6145575351147,45.6709467712747,41.478476876980146,41.478476876980146,1288.7998746281987,38.322253055039084,36.9831482693311,38.372066897842245,1285.39485357726
15,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,68.06648845246671,19.05119517714651,19.05119517714651,1288.5358375278595,54.27403716242656,32.8533558387828,32.8533558387828,1288.8682421069725,44.98024958573939,42.16470766875838,42.16470766875838,1289.6508735582183,38.863674150515045,37.03982190077203,37.87423897161583,1286.125796519198
16,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,68.03927195522527,19.077836530898807,19.077836530898807,1288.550069354868,54.07346022756603,33.05178532791934,33.05178532791934,1289.0762616473294,44.39154505923602,42.74940178531361,42.74940178531361,1290.3942070844846,37.38662702149134,37.55124724351272,38.54204898599061,1287.4325003449956
17,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,68.01855311910673,19.098103485706968,19.098103485706968,1288.5609598642639,53.91120573697698,33.21224360997371,33.21224360997371,1289.24610072816,43.89153816251752,43.24583766435401,43.24583766435401,1291.0385268524378,36.33709761492986,37.84754567050629,38.91748689617773,1288.053998353489
18,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,68.00277778464516,19.11352378403837,19.11352378403837,1288.569278500901,53.780145483278595,33.34180697580075,33.34180697580075,1289.3842905370664,43.468259156046194,43.665960255873244,43.665960255873244,1291.5933831232978,38.605437368726776,38.36937074437547,39.55835908331643,1288.1235086066972
19,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.99076509223256,19.125257530075377,19.125257530075377,1288.5756257202788,53.67443048538269,33.44627861027176,33.44627861027176,1289.4964106223763,43.11102858162601,44.02041909900873,44.02041909900873,1292.0684899388514,36.66577731386095,37.75998978626794,39.59176061070991,1288.3440573670048
20,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.98161697283925,19.134186485632014,19.134186485632014,1288.580465512509,53.58927184457704,33.53040749742202,33.53040749742202,1289.5871614360226,42.8103974688429,44.318630504170635,44.318630504170635,1292.473273677244,36.00858390453358,38.88766901624748,39.994831739637874,1289.6932510153276
21,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.9746500400453,19.140981224801973,19.140981224801973,1288.5841543726444,53.52075734219739,33.59807140524077,33.59807140524077,1289.6604642384405,42.55806844106057,44.568858250728645,44.568858250728645,1292.816603367251,36.17289793079377,38.70433277011107,40.31055952568736,1288.8835929406687
22,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.96934409348555,19.146151881504643,19.146151881504643,1288.5869652804674,53.46569789797444,33.652429918610274,33.652429918610274,1289.719566627867,42.34680446209271,44.77830615655099,44.77830615655099,1293.1066406728025,36.641929428161916,38.34665038451097,40.51967535921095,1289.2184395358559
23,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.96530306998424,19.1500866098656,19.1500866098656,1288.5891068423584,53.42149928551739,33.696052182190684,33.696052182190684,1289.7671432135367,42.17033136706131,44.95321646774972,44.95321646774972,1293.3507701002504,34.50398512173809,38.973950065719,39.70615131121952,1290.5424818938363
24,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.96222538230819,19.153080783100112,19.153080783100112,1288.590738275726,53.38605527942987,33.73102321623099,33.73102321623099,1289.8053868037728,42.02323911905837,45.09896920923021,45.09896920923021,1293.5555831766897,35.44459163232456,39.23784813012076,40.53086234367969,1289.9359812592936
25,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.95988136527171,19.155359184136415,19.155359184136415,1288.5919810103226,53.35765896028524,33.75903210200228,33.75903210200228,1289.836088516131,41.9008854460535,45.220178912513916,45.220178912513916,1293.7268983939778,33.906290253386544,39.882575132056466,40.80077556263285,1290.0965687864855
26,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.95809611540469,19.15709288053079,19.15709288053079,1288.5929276129007,53.334929347174864,33.7814448800289,33.7814448800289,1289.8607067701041,41.79930436487802,45.32078627344354,45.32078627344354,1293.869803942936,35.73871746318292,39.791126504169895,40.30700414129689,1290.2943542014857
27,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.95673642940352,19.15841206176886,19.15841206176886,1288.5936486267262,53.31675091070964,33.79936461433913,33.79936461433913,1289.880425884722,41.7151211647331,45.404143215981534,45.404143215981534,1293.988713890117,34.950626024446144,40.29866946111199,40.66279598900159,1289.5891684023964
28,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.95570086005752,19.15941580715132,19.15941580715132,1288.5941978011203,53.30222386012445,33.813680730717735,33.813680730717735,1289.8962053380208,41.64547470419945,45.473090547129914,45.473090547129914,1294.0874310952167,34.69842373045395,39.1376862517067,41.24684382496122,1291.4621721208746
29,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.9549121445031,19.16017951911164,19.16017951911164,1288.5946160844069,53.2906234026588,33.82510942958532,33.82510942958532,1289.9088208489393,41.587947346968974,45.530027908405955,45.530027908405955,1294.16921215177,35.52074865159742,40.22455267840045,40.52639744921831,1290.6512852903993
30,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.9543114383334,19.160760580345627,19.160760580345627,1288.59493467002,53.281366443926466,33.83422670189538,33.83422670189538,1289.9188984226926,41.54050248797898,45.57697609581597,45.57697609581597,1294.236831135399,34.445785718939234,39.942268716460276,41.3596112122632,1290.2297668122624
31,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.95385392462109,19.161202659336933,19.161202659336933,1288.5951773190234,53.273984436035505,33.8414952374784,33.8414952374784,1289.9269424187705,41.50142936971529,45.61563206638631,45.61563206638631,1294.2926400738527,34.83610306167458,40.10265082965277,40.94518202067374,1291.3541868391299
32,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.95350546987727,19.161538987260073,19.161538987260073,1288.5953621303006,53.26810128754094,33.84728630755321,33.84728630755321,1289.9333585909135,41.46929472898008,45.64741710409442,45.64741710409442,1294.3386248907118,33.67860459152563,40.12403909417681,40.84759285853914,1290.3488512882918
33,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.95324007726676,19.161794852015863,19.161794852015863,1288.5955028894602,53.263415428132376,33.85189752425841,33.85189752425841,1289.9384729303222,41.442900723458564,45.673518705278575,45.673518705278575,1294.3764561819946,34.60014915531597,39.51271546145757,40.92852700772189,1291.615409745122
34,87.115,1340.7,0.000804,138120.658,215693.309,179961.132,67.9530379469747,19.161989496420368,19.161989496420368,1288.5956100965639,53.25968527386123,33.85556722732033,33.85556722732033,1289.9425470279116,41.42124854599137,45.69492678212106,45.69492678212106,1294.4075346127988,33.44934866758532,39.951932589749234,40.567131794434694,1289.9915139303223
35,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,72.19802298970566,14.930110506565569,14.930110506565569,1253.947211050412,56.5279562062063,30.58987620467694,30.58987620467694,1281.0401001756318,43.90298472330168,43.2132207846322,43.2132207846322,1290.109890460932,42.62223096936554,38.393311330482106,41.98398877549168,1291.9124329966924
36,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,75.89631742621805,11.240276281857865,11.240276281857865,1236.4908217453938,60.46713601676697,26.65606480920734,26.65606480920734,1269.272772127773,46.88146105714708,40.236303281260916,40.236303281260916,1284.0720509809514,45.68929803480745,37.413811336879064,39.26149822246032,1286.2012070506341
37,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,78.62610004243251,8.515954896759776,8.515954896759776,1226.7521013501666,64.47428880472351,22.65476781742658,22.65476781742658,1259.01433923913,50.34805003904103,36.772760503176734,36.772760503176734,1277.1697369572744,51.08478514887259,35.17942703607314,36.5253766125907,1279.9455775138563
38,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,80.54540816508604,6.600172104912949,6.600172104912949,1221.0761433414964,68.10526304949434,19.029116639560996,19.029116639560996,1250.9054866421523,54.065614683310834,33.059154455912925,33.059154455912925,1270.3201554466839,55.77699840152264,31.644807658792605,34.18317174658339,1272.8112887727525
39,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,81.86542515798048,5.282430781557476,5.282430781557476,1217.6882101829262,71.1702667449324,15.968545147410978,15.968545147410978,1244.76484372467,57.75766642787612,29.37138005036683,29.37138005036683,1264.0530209297012,60.63106201917687,29.374896809337514,31.025448993094056,1268.0480362765509
40,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,82.76205249194734,4.387272436498187,4.387272436498187,1215.6350309960762,73.640123425343,13.502192516539411,13.502192516539411,1240.231270275568,61.20684762446521,25.926352966339152,25.926352966339152,1258.6139067007507,64.9536906734681,27.180865195155228,28.374919983422526,1263.1048819178347
41,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,83.36623001767155,3.784043171658789,3.784043171658789,1214.3771752581629,75.56672642094512,11.578266506630053,11.578266506630053,1236.9419066805028,64.27940698038296,22.85755605285868,22.85755605285868,1254.0688740257058,68.7335554791514,24.14033531037731,26.05723910620388,1260.0055382650964
42,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,83.77105687072617,3.3798284394316966,3.3798284394316966,1213.600029297387,77.03394591943248,10.113042979606341,10.113042979606341,1234.5855345840926,66.91600569947798,20.224201064644316,20.224201064644316,1250.3787910761214,74.10450282943305,23.02357377064328,23.322652588223463,1256.6846976688425
43,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.04117066280864,3.110109783237914,3.110109783237914,1213.1165166482729,78.13091944388081,9.017530844433239,9.017530844433239,1232.9137485609506,69.111816244789,18.03108621032803,18.03108621032803,1247.4500833719503,77.33923041621009,20.75332011555661,22.513579748526716,1253.3309071135266
44,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.22081116630088,2.9307243476399933,2.9307243476399933,1212.8138791404315,78.93918932697382,8.210315959687996,8.210315959687996,1231.7364581557326,70.89649842750595,16.24858148811522,16.24858148811522,1245.167827009048,79.16023613981784,19.729396097196155,20.87674672342124,1252.5446817849481
45,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.33997049569854,2.8117296695245484,2.8117296695245484,1212.6234491528733,79.5277187188807,7.62253965755282,7.62253965755282,1230.9122014758034,72.31804385246258,14.828755511506436,14.828755511506436,1243.41582348502,81.15954293528402,18.849271933314842,21.002490668846498,1249.8546950660705
46,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.4188437715861,2.7329626792390895,2.7329626792390895,1212.5030578431554,79.95206294806701,7.198728083637696,7.198728083637696,1230.337757778278,73.43130035894896,13.71683190433951,13.71683190433951,1242.08752868619,83.56759422896742,18.016955558527226,19.294241008330996,1248.5711505458464
47,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.47095994117876,2.680915119067908,2.680915119067908,1212.4266236831777,80.25551225757383,6.895652643790777,6.895652643790777,1229.9388847598839,74.29063812005349,12.85851162622027,12.85851162622027,1241.0909505834804,83.40784968039391,16.62670406400097,18.046775077558557,1248.1537106864555
48,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.50534616059514,2.6465731883662893,2.6465731883662893,1212.3779133950209,80.47099116336842,6.680434463289361,6.680434463289361,1229.6627517075285,74.94579406977986,12.20412235852247,12.20412235852247,1240.3498564444403,84.4859517604723,16.377896739523113,18.726038059272025,1247.595929411359
49,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.52800664857467,2.623941289612732,2.623941289612732,1212.3467661362918,80.6230811818253,6.528525261574873,6.528525261574873,1229.4720670247534,75.43993353414389,11.710554207194514,11.710554207194514,1239.8029308242335,86.68750403445107,16.0297909379936,17.312769100515382,1247.9931733612334
50,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.54292468160382,2.609041711484507,2.609041711484507,1212.3267894223,80.72986880873687,6.421862433091027,6.421862433091027,1229.3406698670892,75.80913507914265,11.341774312313415,11.341774312313415,1239.4019591410286,84.80492031225928,16.27241610464571,17.29232536141359,1247.0382660279981
51,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.5527372149767,2.599241091108772,2.599241091108772,1212.313942902586,80.80450531738626,6.347311698568569,6.347311698568569,1229.250295577607,76.08270795206319,11.068510024909132,11.068510024909132,1239.1096914890834,85.0890894977077,15.734899413053794,18.024844731717607,1247.1203774043045
52,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.55918686301408,2.5927991331425466,2.5927991331425466,1212.3056621696949,80.85646063633979,6.295415114423521,6.295415114423521,1229.188240511401,76.28393511633458,10.867507030166776,10.867507030166776,1238.897751760736,87.73371949769486,15.518100954730494,17.108745089482166,1246.9929566835426
53,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.56342353307322,2.588567427173756,2.588567427173756,1212.3003134383255,80.89249835243015,6.259417485574844,6.259417485574844,1229.145695830111,76.43098011882321,10.72062380413259,10.72062380413259,1238.744770490688,87.3576161796189,15.461644050351037,17.043161937914615,1246.936252398582
54,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.56620508837831,2.585789076285457,2.585789076285457,1212.2968522893868,80.91741575105891,6.234527366612236,6.234527366612236,1229.116568841754,76.53780178165182,10.613918204502319,10.613918204502319,1238.6348074694092,86.83060792940371,14.686844640913165,16.46013991261064,1245.7680894710304
55,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.5680304941048,2.583965739072256,2.583965739072256,1212.2946090404032,80.93459527272648,6.2173663598871824,6.2173663598871824,1229.0966545881909,76.61499292955833,10.536809883489425,10.536809883489425,1238.5560677722417,85.16661739946326,15.733187708718562,17.20065019355503,1245.9601575584218
56,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.56922797514393,2.582769593298669,2.582769593298669,1212.2931531342276,80.94640953441281,6.2055646344015125,6.2055646344015125,1229.0830564542248,76.67050583892319,10.481355799681351,10.481355799681351,1238.4998840022897,86.78794998703955,16.32244511437589,16.654614985691428,1246.10792654823
57,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.5700132827726,2.581985147609854,2.581985147609854,1212.2922070949871,80.95451534540585,6.197467293040528,6.197467293040528,1229.0737824897274,76.71025511719188,10.44164811904374,10.44164811904374,1238.459925397489,86.96317454950278,15.972128511357814,16.936073050163877,1247.1240812437804
58,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57052814802505,2.581470838756338,2.581470838756338,1212.2915917265361,80.96006509950699,6.1919232497871635,6.1919232497871635,1229.0674650170222,76.73860423404219,10.41332830061212,10.41332830061212,1238.431592601473,86.63549390829948,16.032382705510976,16.87834631830797,1245.6832909091006
59,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57086562757364,2.5811337183740575,2.5811337183740575,1212.2911910899809,80.96385754608156,6.188134646882838,6.188134646882838,1229.0631663651538,76.75874939122869,10.393203704093363,10.393203704093363,1238.4115601560718,87.67368134423297,16.667654006241918,16.877683823723917,1247.2618272431316
60,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57108679252704,2.580912785269486,2.580912785269486,1212.290930053132,80.96644459516347,6.185550180444952,6.185550180444952,1229.0602445678153,76.7730169958378,10.378950480008818,10.378950480008818,1238.3974341170917,87.50891230071409,14.930314856132727,17.04732192408807,1245.6590105429857
61,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57123170733017,2.5807680201292875,2.5807680201292875,1212.290759859833,80.96820653786514,6.1837899703976325,6.1837899703976325,1229.0582606940106,76.78309081977946,10.36888668302147,10.36888668302147,1238.3874979761028,86.59092359170191,16.292180826601875,15.845552250675194,1245.91459686334
62,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57132664695611,2.5806731771136793,2.5806731771136793,1212.2906488319427,80.96940475621514,6.182592912796015,6.182592912796015,1229.056915016883,76.79018335375318,10.361801120446643,10.361801120446643,1238.380525470784,87.45967521647134,15.576524232137563,16.50769897680858,1246.2698567991408
63,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.5713888382693,2.5806110481643274,2.5806110481643274,1212.2905763657066,80.97021849709704,6.181779948496398,6.181779948496398,1229.0560031174707,76.7951637307019,10.356825577607466,10.356825577607466,1238.3756435425491,86.29883309560721,16.04751681037551,16.756429381083063,1246.2823573956903
64,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57142957321553,2.58057035347518,2.58057035347518,1212.290529048071,80.97077042942146,6.181228535091435,6.181228535091435,1229.0553857435577,76.79865237915419,10.35334027294155,10.35334027294155,1238.3722325673639,87.0338921236647,16.059774368196905,17.027554878264247,1245.4337491570807
65,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57145625202126,2.5805437006561402,2.5805437006561402,1212.2904981402805,80.97114434534109,6.180854965518782,6.180854965518782,1229.0549681434588,76.80109051938884,10.350904440292721,10.350904440292721,1238.369854086506,88.43308237190118,16.356906069830902,17.037729018458577,1246.078112928087
66,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57147372363697,2.580526245815367,2.580526245815367,1212.2904779450892,80.97139738314137,6.180602158634601,6.180602158634601,1229.0546859160129,76.8027908436882,10.349205705049865,10.349205705049865,1238.3681986957852,86.50941313401478,14.319500740227431,16.15444797174085,1246.4038584479983
67,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57148516484791,2.5805148154329838,2.5805148154329838,1212.2904647460082,80.9715684443629,6.180431251213531,6.180431251213531,1229.0544953351903,76.80397425394654,10.348023386839573,10.348023386839573,1238.3670486269948,87.9923502745328,14.994956381569278,16.213216872491518,1246.5285544637213
68,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.5714926566663,2.5805073306046307,2.5805073306046307,1212.2904561174444,80.97168397596589,6.180315821951255,6.180315821951255,1229.0543667428828,76.80479635042663,10.347202039422667,10.347202039422667,1238.3662509824446,87.85513210099602,15.645178387661062,17.300602465474327,1245.8787678139738
69,87.152,1197.46,0.001459,157252.264,191375.119,160407.507,84.57149756215522,2.5805024296279377,2.5805024296279377,1212.290450475639,80.97176193362144,6.18023793233364,6.18023793233364,1229.054280042562,76.80536643950278,10.346632463229305,10.346632463229305,1238.3656986577141,87.15361253294822,15.202729883466139,16.493373189165784,1246.4853002018795
70,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,86.67500123543674,2.941785612104804,2.941785612104804,1206.329785770342,80.6142168014001,6.837348144759776,6.837348144759776,1230.6085751287296,75.9380815934861,11.23871575548997,11.23871575548997,1245.5766772233978,94.81565430146806,19.358385157591126,22.337413968247166,1260.4421456059606
71,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,88.39136365736407,3.1377205734204408,3.1377205734204408,1201.9162077747096,80.74281949581258,7.426503161157401,7.426503161157401,1230.5882903309735,75.03097774120941,12.2856365713717,12.2856365713717,1250.3826666192044,93.44683291320102,20.663912721988243,24.2033432600786,1266.2234158420415
72,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,89.7802988597335,3.2324354779210616,3.2324354779210616,1198.6102359813365,81.19751298427632,7.90523018965795,7.90523018965795,1229.739743194595,74.25472335330852,13.359485433835031,13.359485433835031,1253.391713366186,93.21776115616221,20.692286136672188,23.901489362201826,1267.827653406404
73,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,90.89806821978938,3.265751539465609,3.265751539465609,1196.1130642383607,81.85166702158578,8.267413087897113,8.267413087897113,1228.5003128597637,73.69504766919289,14.37092195612769,14.37092195612769,1255.1309725306955,91.70768534306306,20.964151410668276,25.521323427683715,1270.0545186822203
74,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,91.79409744705073,3.2627884345234937,3.2627884345234937,1194.2148129660056,82.61027974615236,8.523982454670834,8.523982454670834,1227.1217864997288,73.37636793022796,15.268989015862008,15.268989015862008,1256.0010872217995,89.98366618668214,22.561325117119207,26.194233890517737,1271.1040318755809
75,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,92.51030021181298,3.239468303723744,3.239468303723744,1192.7646493594202,83.40543647410892,8.69230526855758,8.69230526855758,1225.7456452948088,73.2851566384539,16.031931488772734,16.031931488772734,1256.287448140516,91.00010209390437,23.068081954463672,26.72729232774537,1271.2867227338331
76,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,93.08150213353362,3.2058372655565672,3.2058372655565672,1191.65235888585,84.19092079272959,8.790769105515,8.790769105515,1224.4479026179777,73.38819058899823,16.657090513348155,16.657090513348155,1256.18801788443,90.79808702924271,23.67938946929186,26.680980389013566,1270.2272930077177
77,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,93.53626929229145,3.1681428413133847,3.1681428413133847,1190.7964016587837,84.93709350096088,8.836257939898244,8.836257939898244,1223.2657253421908,73.64482554567843,17.15291280889356,17.15291280889356,1255.8395408729123,90.78499021028955,23.890561970764114,27.432472694111034,1270.5399605919656
78,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,93.89783122889258,3.130165516895234,3.130165516895234,1190.1358757569365,85.6265180181094,8.843167393052703,8.843167393052703,1222.2133577186778,74.01435955387733,17.533478271870358,17.533478271870358,1255.3370954374996,89.63932526924714,25.204694181857825,28.102344031087526,1269.708850481719
79,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,94.18496263633622,3.094086246349177,3.094086246349177,1189.6249527294121,86.25044636302606,8.823204670057551,8.823204670057551,1221.2917492127028,74.45995426143195,17.815046740007574,17.815046740007574,1254.7473360319048,92.8249361173526,24.928446746569435,28.34288623788832,1269.2300640116475
80,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,94.41276963517136,3.061057284132197,3.061057284132197,1189.2289393640406,86.80610801809924,8.785562568804277,8.785562568804277,1220.4944287193402,74.9503620097827,18.014006432060114,18.014006432060114,1254.1171531366092,93.33541855408306,24.818277795036046,27.73600020262404,1267.993908436065
81,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,94.59336526287969,3.031579603546917,3.031579603546917,1188.9214426033882,87.2946797038073,8.737248511228312,8.737248511228312,1219.8111026798838,75.46035099295305,18.14573137619021,18.14573137619021,1253.4793535303977,93.80907812751424,24.80367284215234,28.625789303541893,1267.9472864145632
82,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,94.73643678614441,3.005752479800672,3.005752479800672,1188.6823011561823,87.71980254509099,8.683454838605007,8.683454838605007,1219.2298498096848,75.97041388882239,18.224007504158195,18.224007504158195,1252.856489620383,93.56194409195702,24.87706652425399,28.728000796275357,1266.8587080776354
83,98.148,1156.065,0.000846,168913.225,186363.697,246756.61399999997,94.84971515591882,2.983437820691678,2.983437820691678,1188.49606033408,88.08652441437368,8.627914163867208,8.627914163867208,1218.7384386916583,76.46612432472945,18.260806207725544,18.260806207725544,1252.263543517345,93.92564616538073,24.450694866232563,28.63989735785697,1266.8260704439995
