step_index,original_time_index,v,CA_feed_measured,CB_feed_measured,CC_feed_measured,T_feed_measured,F_A_feed,F_B_feed,F_C_feed,F_feed,z_A,z_B,z_C,P_cooler,T_cooler_out,beta_cooler,UA_required,Q_cooler,x_A_cooler,x_B_cooler,x_C_cooler,y_A_cooler,y_B_cooler,y_C_cooler,P_flash,T_flash_true,beta_flash,phase_state,K_A_flash,K_B_flash,K_C_flash,F_vap_true,F_vap_measured,F_liq_true,F_liq_measured,y_A_true,y_B_true,y_C_true,y_A_measured,y_B_measured,y_C_measured,x_A_true,x_B_true,x_C_true,x_A_measured,x_B_measured,x_C_measured,T_vap_true,T_vap_measured,T_liq_true,T_liq_measured
10,10.0,0.000804,48.05392086770616,34.04938913396148,34.55633490639793,1283.8174883024494,0.038635352377635754,0.027375708863705033,0.027783293264743936,0.09379435450608473,0.4119155420503412,0.2918694734652616,0.2962149844843972,2.0,375.0327934650097,0.35000000000582077,12.286206807661063,6022.619973220917,0.554097803564574,0.08039550051910492,0.36550669591632096,0.14786277067084788,0.6846068517877668,0.16753037754138525,2.0,375.0327934650097,0.18864826459321193,two-phase,0.075,6.0,0.175,0.017694142206213393,0.01774082278468263,0.07610021229987134,0.07574384451370893,0.037424170030340424,0.9011834094747063,0.06139242049495329,0.03849792781982645,0.899984015420573,0.06151805675960054,0.49898893371289466,0.1501972349049327,0.3508138313821726,0.4997317826502408,0.15026626570928978,0.35000195164046954,375.0327934650097,375.0689535171941,375.0327934650097,375.0065556519387
11,11.0,0.000804,46.22480220158914,35.12792592474378,36.77526945637421,1284.1275539431008,0.03716474097007767,0.028242852443493997,0.029567316642924866,0.09497491005649653,0.39131114678571377,0.29737172087547675,0.3113171323388096,2.0,372.8727303744147,0.35000000000582077,12.410365237517635,6046.035486790785,0.5298732701902801,0.08291536123415803,0.38721136857556193,0.13398148903799506,0.6956478173466105,0.1703706936153944,2.0,372.8727303744147,0.19690643597277813,two-phase,0.075,6.0,0.175,0.018701171046059895,0.018744807906128,0.07627373901043663,0.07620570511673232,0.035884235083869946,0.8990684773698175,0.06504728754631257,0.03599317409760016,0.8979809928217787,0.06602583308062118,0.47845646778868156,0.14984474622947702,0.3716987859818414,0.47896277471317183,0.1493234210981848,0.3717138041886433,372.8727303744147,372.89837626550053,372.8727303744147,372.85579612371254
12,12.0,0.000804,44.1475204683222,36.76662738264656,37.97400715020051,1285.650439506442,0.03549460645653105,0.029560368415647836,0.030531101748761207,0.0955860766209401,0.3713365765318505,0.3092539150118442,0.3194095084563052,2.0,368.8494274693375,0.35000000000582077,12.56957157321878,6049.046121766882,0.5087397239522047,0.0882335909617979,0.40302668508599754,0.11615930275492314,0.7197202310987871,0.16412046614628978,2.0,368.8494274693375,0.2135111296956893,two-phase,0.075,6.0,0.175,0.020408691202515636,0.020412734002864877,0.07517738541842446,0.07519982078741252,0.0347042575919319,0.8974479074090862,0.06784783499898187,0.03390240813349125,0.8975068581091593,0.06859073375734949,0.4627234345249263,0.14957465122380367,0.38770191425127004,0.4631380383050697,0.14883321320207465,0.3880287484928557,368.8494274693375,368.9181228361146,368.8494274693375,368.9766513555147
13,13.0,0.000804,42.75564532355693,37.31281117704983,37.396324539416106,1286.1079754016964,0.03437553884013977,0.029999500186348064,0.03006664492969055,0.09444168395617838,0.3639869324660736,0.3176510512060336,0.31836201632789274,2.0,366.11741277497947,0.35000000000582077,12.517279168698963,5968.8928536977355,0.5024184417969568,0.09207526923655561,0.4055062889664875,0.10689984371219091,0.7365775034294069,0.15652265285840236,2.0,366.11741277497947,0.22489176745875739,two-phase,0.075,6.0,0.175,0.021239157226686328,0.02131098218636791,0.07320252672949205,0.07318361837369299,0.03446954255658892,0.8971255520195639,0.06840490542384721,0.03504753639223891,0.8962442119296185,0.0687082516781425,0.4595939007813278,0.14952092534531577,0.3908851738733565,0.45995094462457137,0.14846272869134144,0.3915863266840873,366.11741277497947,366.2896957633164,366.11741277497947,366.04254388764247
14,14.0,0.000804,41.259527901907326,37.18014026959642,38.7079399380985,1287.2016030836494,0.033172660433133494,0.029892832776755522,0.031121183710231193,0.09418667692012021,0.3522011978537819,0.31737856939265047,0.3304202327535676,2.0,365.81449510384994,0.35000000000582077,12.42136464356742,5922.309494499585,0.48654336353024497,0.09215888822902682,0.42129774824072813,0.1027086044581108,0.7356436915478409,0.16164770399404838,2.0,365.81449510384994,0.2252449195657391,two-phase,0.075,6.0,0.175,0.021215070467036735,0.02124482519795636,0.07297160645308348,0.07314472563236145,0.03336719709414856,0.895611601146753,0.07102120175909842,0.0330327372422777,0.8960215145426832,0.070945748215039,0.444895961224234,0.1492686001806977,0.40583543859506815,0.44557752042160986,0.14936482499571455,0.4050576545826756,365.81449510384994,365.8315906390687,365.81449510384994,365.8236244810675
15,15.0,0.000804,40.26860401755368,37.53719177874062,38.450440140645306,1287.8529119177992,0.03237595763011316,0.03017990219010746,0.030914153873078828,0.09347001369329945,0.34637801312779826,0.32288325418605296,0.33073873268614873,2.0,363.94138405817614,0.35000000000582077,12.391491138347082,5870.919906396652,0.4808493943397393,0.09479136239555908,0.42435924326470165,0.09664544802342744,0.7464824817910003,0.15687207018557228,2.0,363.94138405817614,0.23279281638679095,two-phase,0.075,6.0,0.175,0.021759147735375094,0.02170305532043178,0.07171086595792435,0.0717850103807893,0.033107500050135436,0.8952549357014068,0.07163756424845776,0.032580584912149727,0.8938510847749959,0.07356833031285442,0.44143333402686713,0.14920915595870546,0.40935751001442744,0.44095082088814275,0.14879860818367913,0.4102505709281781,363.94138405817614,363.930080021089,363.94138405817614,364.03684683754136
16,16.0,0.000804,39.06106286151762,38.07630976889004,38.5575742060087,1288.3709542744402,0.031405094540660164,0.030613353054187595,0.031000289661630997,0.09301873725647876,0.3376211660890161,0.3291095316611103,0.3332693022498736,2.0,361.70328839141723,0.35000000000582077,12.396862127673622,5827.967028573675,0.47134331319641126,0.09790476226646962,0.43075192453711914,0.08928003575015263,0.7584898176737778,0.15223014657606965,2.0,361.70328839141723,0.24147927141166292,two-phase,0.075,6.0,0.175,0.022462096900327397,0.022486945647859795,0.07055664035615136,0.07069810487165228,0.03260437129317053,0.8945639434197172,0.07283168528711222,0.030959620784608646,0.8976798384457313,0.07136054076966011,0.43472495060644717,0.14909399058052986,0.41618105881302303,0.4345340481999067,0.14979512253891933,0.415670829261174,361.70328839141723,361.8541603537495,361.70328839141723,361.7842001402558
17,17.0,0.000804,39.70750992692384,39.42138556675897,39.80724065866202,1288.6456319437732,0.03192483798124677,0.031694793995674216,0.032005021489564266,0.09562465346648524,0.33385572468961533,0.3314500272336431,0.33469424807674164,2.0,360.8328046542705,0.35000000000582077,12.768633672540775,5984.533163600449,0.46708059359181353,0.0991124621009004,0.4338069443072861,0.08643811101761857,0.7629340767597509,0.15062781222263052,2.0,360.8328046542705,0.24478030335740186,two-phase,0.075,6.0,0.175,0.023407031683972686,0.02333969789771624,0.07221762178251255,0.07206848395514143,0.03236799941406776,0.8942393124964566,0.07339268808947563,0.032344732100594235,0.8961597974331016,0.0714954704663042,0.43157332551240263,0.1490398854131404,0.4193867890744571,0.43035761128225786,0.1487997482134904,0.42084264050425174,360.8328046542705,360.9295596958696,360.8328046542705,360.8168433875184
18,18.0,0.000804,39.69526552827327,39.03559644491226,40.47228154031994,1290.2152292596031,0.03191499348473171,0.03138461954170946,0.03253971435841723,0.0958393273848584,0.3330051906204628,0.32747119995614554,0.3395236094233917,2.0,362.0691982693626,0.35000000000582077,12.726255410585145,5997.069938375291,0.4644780694961875,0.09720629602352192,0.43831563448029065,0.088841272711684,0.7551060215395566,0.15605270574875946,2.0,362.0691982693626,0.23963012450258248,two-phase,0.075,6.0,0.175,0.02296598995347738,0.023026513395860735,0.07287333743138101,0.0730696178470056,0.03208793174480208,0.8938546702059549,0.074057398049243,0.03254499510577795,0.8953460906436005,0.0721089142506216,0.42783908992713765,0.14897577836642062,0.42318513170644184,0.4263575122406685,0.15041101122493764,0.4232314765343938,362.0691982693626,362.0371002853242,362.0691982693626,362.0403076812773
19,19.0,0.000804,37.89101948702638,38.71735668970391,41.32233678874233,1289.8630533498224,0.030464379667569208,0.031128754778521946,0.03322315877814883,0.09481629322423998,0.3212989944198844,0.32830596641130677,0.3503950391688088,2.0,361.42022568918674,0.35000000000582077,12.5398681509266,5896.6661532170165,0.4488689861182318,0.09782996051489638,0.4533010533668719,0.0843832955546276,0.7563328344990351,0.15928386994633736,2.0,361.42022568918674,0.24146991086308844,two-phase,0.075,6.0,0.175,0.022895281873225686,0.022891852669811263,0.0719210113510143,0.07227247572911474,0.03102777898031956,0.8923986664006789,0.07657355461900162,0.03174782607436747,0.89048127894465,0.0777708949809824,0.4137037197145047,0.14873311105847875,0.43756316922701666,0.41371183426408925,0.1487065820824997,0.43758158365341115,361.42022568918674,361.42074433405264,361.42022568918674,361.2463441429346
20,20.0,0.000804,37.92463327824879,38.832372666772045,40.93858864247046,1290.711093630989,0.03049140515571203,0.031221227624084726,0.03291462526854625,0.09462725804834302,0.3222264470575131,0.3299390499948173,0.3478345029476695,2.0,360.9318710785856,0.35000000000582077,12.553941592623325,5894.287852809364,0.45070215324488,0.09860247468616448,0.45069537206895555,0.08362870699876028,0.7595641184188705,0.15680717458236915,2.0,360.9318710785856,0.2435519598366227,two-phase,0.075,6.0,0.175,0.02304665415163977,0.023033872774764923,0.07158060389670325,0.07137227223124301,0.031194698809010556,0.8926279125214017,0.07617738866958773,0.03149906198260284,0.8911294906911315,0.07737144732626569,0.4159293174396416,0.1487713187486193,0.435299363811739,0.4154250576495667,0.1500987015465099,0.4344762408039235,360.9318710785856,360.95140917017943,360.9318710785856,360.82624657931905
21,21.0,0.000804,37.67299383305162,40.18395330577052,40.54429371711876,1290.9234422829556,0.030289087041773504,0.032307898457839504,0.032597612148563486,0.0951945976481765,0.31818073493746946,0.33938794066071015,0.3424313244018203,2.0,357.7283654437225,0.35000000000582077,12.790680771862723,5932.516258908623,0.448420319720402,0.10339161825768742,0.4481880620219105,0.07630722034397301,0.7776668251173454,0.1460259545386817,2.0,357.7283654437225,0.25619798016850837,two-phase,0.075,6.0,0.175,0.02438866364041666,0.02433884275555279,0.07080593400775985,0.07061737164770734,0.03127526547765703,0.8927385620184026,0.07598617250394041,0.03289598833934384,0.8921997783538983,0.07490423330675791,0.41700353967665205,0.1487897603273227,0.4342066999960254,0.41795704929209815,0.14808207100264456,0.4339608797052575,357.7283654437225,357.764546738183,357.7283654437225,357.76020136638
22,22.0,0.000804,37.42586258323575,40.86441233478413,40.16893972088519,1290.0302206087724,0.030090393516921544,0.03285498751716644,0.032295827535591695,0.09524120856967967,0.31593880389397866,0.34496609199503503,0.33909510411098637,2.0,355.7858693197496,0.35000000000582077,12.895658390652038,5932.847911038613,0.447206809947555,0.10633418295911151,0.44645900709333347,0.07215536408365376,0.7881396373411748,0.1397049985751715,2.0,355.7858693197496,0.2636512264434714,two-phase,0.075,6.0,0.175,0.0251104614473545,0.025202557178812215,0.07013074712232517,0.07041178578282649,0.031338052592348696,0.8928247932598599,0.07583715414779146,0.03157630243759263,0.8943095390181685,0.0741141585442389,0.4178407012312737,0.1488041322099616,0.43335516655876466,0.4164238617981063,0.1491356437103121,0.4344404944915817,355.7858693197496,355.6502093346557,355.7858693197496,355.7720811008554
23,23.0,0.000804,37.144049531048566,40.1084583189189,40.65330633376842,1291.6311874691812,0.029863815822963047,0.032247200488410795,0.03268525829234981,0.09479627460372365,0.315031534180036,0.34017371065702307,0.34479475516294095,2.0,357.3634129282898,0.35000000000582077,12.739030161503468,5902.593266205398,0.44435163152777063,0.10385948669360584,0.45178888177862353,0.07486563910873043,0.7790429837263512,0.1460913771649183,2.0,357.3634129282898,0.25743919258820824,two-phase,0.075,6.0,0.175,0.02440427639435269,0.02439296285377824,0.07039199820937096,0.07035159095266452,0.0310123825918652,0.8923775211687688,0.07661009623936593,0.03137562184179981,0.8916347469090828,0.0769896312491173,0.4134984345870126,0.14872958687182397,0.43777197854116356,0.41399606049619636,0.14873927903590117,0.43726466046790247,357.3634129282898,357.20916446750965,357.3634129282898,357.3709056361464
24,24.0,0.000804,37.24788061540595,40.77530376487779,41.173830024559,1291.0173150572798,0.029947296014786382,0.03278334422696175,0.03310375933974544,0.09583439958149356,0.31249004684711834,0.3420832641528073,0.3454266890000744,2.0,356.64231423296985,0.35000000000582077,12.900727318458845,5959.263905187359,0.441484451391349,0.10489900823961962,0.4536165403690312,0.07292900983958127,0.7825683108428855,0.14450267931753336,2.0,356.64231423296985,0.260113224881934,two-phase,0.075,6.0,0.175,0.024927794729766157,0.02489576292568237,0.07090660485172741,0.0712052254779164,0.030862390816745824,0.8921715238630878,0.07696608532016631,0.032284693693297895,0.8909439767307459,0.07677132957595614,0.4114985442109406,0.1486952539727233,0.4398062018163361,0.4123971432690865,0.1475058831258935,0.44009697360502,356.64231423296985,356.5535752307696,356.64231423296985,356.74623959393324
25,25.0,0.000804,36.401615338131954,40.26877305322893,42.19142766602247,1291.2052861774932,0.02926689873185809,0.032376093534796056,0.03392190784348207,0.09556490011013621,0.3062515494509878,0.3387864529496018,0.35496199759941044,2.0,357.5328341654114,0.35000000000582077,12.763232109954334,5918.844342119769,0.4318009725692172,0.10333019497094784,0.46486883245983507,0.07308833509194627,0.7760623606178979,0.15084930429015578,2.0,357.5328341654114,0.25621206444338895,two-phase,0.075,6.0,0.175,0.024484880345544247,0.02445901450199618,0.07108001976459197,0.07098565342314847,0.0301032117973382,0.8911288745649683,0.07876791363769353,0.03052717025899624,0.8915597430493492,0.07791308669165475,0.4013761572834063,0.14852147908881946,0.4501023636277741,0.39986154227228676,0.14919076499741252,0.4509476927303006,357.5328341654114,357.4363603211102,357.5328341654114,357.41410185450513
26,26.0,0.000804,36.69552058945334,40.35625102500413,42.052745148337344,1291.5522551873378,0.029503198553920484,0.03244642582410332,0.03381040709926322,0.09576003147728702,0.3080951217201536,0.338830567654932,0.35307431062491446,2.0,357.579126156832,0.35000000000582077,12.802169273588193,5938.450194305933,0.4343544745151505,0.10331478480298964,0.46233074068186003,0.07361346653249991,0.7762170215171266,0.15016951195037342,2.0,357.579126156832,0.25614578524255194,two-phase,0.075,6.0,0.175,0.024528528457601177,0.02456769874061944,0.07123150301968585,0.07154243826976557,0.030281993836450322,0.891374412143897,0.07834359401965257,0.03149640678517681,0.8912783372540977,0.0772252559607255,0.40375991783725607,0.14856240203057589,0.44767768013216797,0.4027333596246968,0.14983401338941105,0.4474326269858921,357.579126156832,357.5147437554347,357.579126156832,357.55550812660874
27,27.0,0.000804,36.97656299690959,40.57865329659479,41.08883365603541,1290.5256094405436,0.029729156649515313,0.03262523725046221,0.033035422259452475,0.09538981615942999,0.3116596492840223,0.34202012923406777,0.34632022148191005,2.0,356.6359456094217,0.35000000000582077,12.832576331942267,5926.542964886967,0.44031755076680956,0.10488369404731764,0.45479875518587276,0.07272354653356866,0.7824163660033887,0.14486008746304257,2.0,356.6359456094217,0.2600870855676476,two-phase,0.075,6.0,0.175,0.02480965927773984,0.024836858905905673,0.07058015688169014,0.07060799775042369,0.030779398425548193,0.8920575429059778,0.077163058668474,0.03170868576342135,0.8908829507931285,0.07740836344345009,0.4103919790162735,0.14867625715424382,0.44093176382948274,0.41009995910888414,0.14905768557461962,0.4408423553164963,356.6359456094217,356.6994166736307,356.6359456094217,356.6548167057628
28,28.0,0.000804,36.16797281460693,41.198705909166,41.14794460686981,1291.4329652428107,0.02907905014294397,0.03312375955096947,0.033082947463923325,0.09528575715783677,0.3051773004728899,0.347625506046002,0.347197193481108,2.0,354.52317101748406,0.35000000000582077,12.90562926161688,5913.050985993236,0.433162226255359,0.1079816886014094,0.4588560851432316,0.06749100973734086,0.7926783098654535,0.1398306803972055,2.0,354.52317101748406,0.2678805550967809,two-phase,0.075,6.0,0.175,0.025525201520258375,0.025556806769513284,0.0697605556375784,0.06981459819616828,0.03042804899136235,0.8915750028995861,0.07799694810905151,0.030840856373682425,0.8911993239568257,0.07795981966949192,0.40570731986906294,0.1485958338108223,0.4456968463201147,0.4065071709017983,0.14843926062506158,0.44505356847314015,354.52317101748406,354.5062781018516,354.52317101748406,354.4527550237266
29,29.0,0.000804,36.01479260906485,40.07493523397231,40.72416927393978,1291.767940229463,0.028955893257688138,0.03222024792811374,0.03274223209624758,0.09391837328204947,0.3083091438427038,0.34306650341304373,0.3486243527442524,2.0,356.1739455610383,0.35000000000582077,12.643550349813497,5832.375649416643,0.4360328287719976,0.10549968218030337,0.45846748904769885,0.07110801469146073,0.7842620285536842,0.14462995675485504,2.0,356.1739455610383,0.26168759920983575,two-phase,0.075,6.0,0.175,0.024577273625872708,0.0246090388428968,0.06934109965617676,0.06966659746100004,0.030507978452184534,0.8916847772847212,0.07780724426309425,0.0318435069380846,0.8899084590686698,0.0782480339932457,0.40677304605470527,0.14861412955679848,0.4446128243884962,0.4057029087690143,0.149441785019711,0.44485530621127467,356.1739455610383,356.1935850215393,356.1739455610383,356.317093272431
30,30.0,0.000804,35.28346246581701,41.00636310334652,41.57358809609155,1292.3012779431724,0.028367903822516877,0.0329691159350906,0.03342516482925761,0.09476218458686508,0.2993589050969276,0.34791426642205575,0.3527268284810167,2.0,354.23167654418603,0.35000000000582077,12.812683677564737,5867.064872196151,0.42516908912790974,0.10826415166512442,0.46656675920696594,0.06571142047122222,0.792978765250144,0.14130981427863373,2.0,354.23167654418603,0.26866716172662564,two-phase,0.075,6.0,0.175,0.025459487171967634,0.025623062920831344,0.06930269741489745,0.06922748240510157,0.029876819044072144,0.8908179488922775,0.07930523206365032,0.02899151027454242,0.8913763899835968,0.07963209974186075,0.398357587233406,0.14846965814092739,0.45317275462566675,0.39767903999044724,0.14844738335413096,0.4538735766554217,354.23167654418603,354.1092462031818,354.23167654418603,354.32253522434735
31,31.0,0.000804,35.57992462628102,40.72602711824508,41.26908856183124,1292.36650792883,0.028606259399529942,0.03274372580306904,0.03318034720371232,0.09453033240631131,0.3026146070932471,0.3463832715866226,0.3510021213201302,2.0,354.86272543452253,0.35000000000582077,12.766880470142423,5860.7461918376775,0.42921054684088666,0.10737297581334775,0.46341647734576563,0.06750786185091093,0.7902595351593691,0.14223260298972,2.0,354.86272543452253,0.2664307587838266,two-phase,0.075,6.0,0.175,0.025185788191100875,0.025155080543539838,0.06934454421521044,0.06914875916683211,0.030118836048433958,0.8911503327701027,0.07873083118146332,0.030884890330659436,0.8910729125690647,0.07804219710027582,0.4015844806451652,0.14852505546145414,0.44989046389338055,0.4014635052934332,0.1477580930102932,0.45077840169627365,354.86272543452253,354.81656121423043,354.86272543452253,354.8917387672314
