step_index,original_time_index,v,CA_feed_measured,CB_feed_measured,CC_feed_measured,T_feed_measured,F_A_feed,F_B_feed,F_C_feed,F_feed,z_A,z_B,z_C,P_cooler,T_cooler_out,beta_cooler,UA_required,Q_cooler,x_A_cooler,x_B_cooler,x_C_cooler,y_A_cooler,y_B_cooler,y_C_cooler,P_flash,T_flash_true,beta_flash,phase_state,K_A_flash,K_B_flash,K_C_flash,F_vap_true,F_vap_measured,F_liq_true,F_liq_measured,y_A_true,y_B_true,y_C_true,y_A_measured,y_B_measured,y_C_measured,x_A_true,x_B_true,x_C_true,x_A_measured,x_B_measured,x_C_measured,T_vap_true,T_vap_measured,T_liq_true,T_liq_measured
149,149.0,0.000886,83.39996049825976,5.802307250906293,6.979933004257812,1192.5978069426578,0.07389236500145814,0.005140844224302975,0.006184220641772421,0.08521742986753353,0.8671038907922984,0.06032620594512384,0.07256990326257785,2.0,428.0334362481746,0.35000000000582077,11.0846809533829,5883.210087918324,0.917124539408139,0.01271368658907532,0.07016177400278568,0.7742084005079665,0.14874945617566332,0.07704214331637024,2.0,428.0334362481746,0.0,liquid,0.075,6.0,0.175,0.0,4.711457023360338e-16,0.08521742986753353,0.08511760686484608,0.14790608661868515,0.8232105182914837,0.02888339508983108,0.14798555806413918,0.8220312707287364,0.02998317120712433,0.8671038907922984,0.06032620594512384,0.07256990326257785,0.8680850225358089,0.05998265176403506,0.071932325700156,428.0334362481746,427.8601061437098,428.0334362481746,428.00981128491225
150,150.0,0.000886,85.22534243868898,6.054148534747784,6.842329770305012,1191.9130715404488,0.07550965340067843,0.005363975601786536,0.00606230417649024,0.0869359331789552,0.8685666632834539,0.06170032811110386,0.0697330086054423,2.0,427.87949745510406,0.35000000000582077,11.31570616939275,6002.014064136707,0.9195129215590868,0.013012360203518912,0.06747471823739415,0.7739521836309524,0.15212083993732967,0.07392697643171788,2.0,427.87949745510406,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.0869359331789552,0.08741786035451345,0.14555430227466126,0.8271787152759791,0.027266982449359767,0.1444871229626213,0.8285213159918234,0.026991561045555206,0.8685666632834539,0.06170032811110386,0.0697330086054423,0.8681724205673006,0.06220530410968263,0.06962227532301675,427.87949745510406,427.839905658663,427.87949745510406,427.7850346617849
151,151.0,0.000886,84.019831799461,5.836359612907597,6.080425617047569,1192.792302696036,0.07444157097432244,0.005171014617036131,0.005387257096704146,0.08499984268806272,0.8757848087732629,0.060835578672927854,0.06337961255380918,2.0,428.10188033817036,0.35000000000582077,11.096416935917713,5889.132321511981,0.925928996564894,0.012817060111892297,0.061253943323213635,0.7826598885909614,0.150012827427072,0.06732728398196666,2.0,428.10188033817036,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08499984268806272,0.08495542872314081,0.14867707347419915,0.8262171903045187,0.025105736221282166,0.14699331060586288,0.8287819007688468,0.0242247886252903,0.8757848087732629,0.060835578672927854,0.06337961255380918,0.8745519823947256,0.06224314796694842,0.06320486963832597,428.10188033817036,428.24733214226626,428.10188033817036,428.20106977214044
152,152.0,0.000886,84.08760320016566,5.946676308760564,6.118956247661281,1191.3472006411305,0.07450161643534677,0.005268755209561859,0.005421395235427894,0.08519176688033651,0.8745166248282474,0.061845826216546794,0.06363754895520579,2.0,427.9527602538831,0.35000000000582077,11.110700353568552,5891.623429657444,0.9254088211982234,0.013038712738293793,0.06155246606348275,0.7800025458577041,0.15248760838826894,0.06750984575402703,2.0,427.9527602538831,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08519176688033651,0.0856180377579838,0.14646875066935056,0.8286617445911161,0.02486950473953333,0.14687815469849402,0.828088736052788,0.025033109248718006,0.8745166248282474,0.061845826216546794,0.06363754895520579,0.8731701608944019,0.06167901878237385,0.06515082032322424,427.9527602538831,427.9903672135152,427.9527602538831,427.99544430188524
153,153.0,0.000886,84.13318529758133,5.211671603295583,6.280549342454751,1191.5558403184054,0.07454200217365706,0.004617541040519886,0.0055645667174149096,0.08472410993159185,0.879820422236881,0.054500909413485635,0.06567866834963348,2.0,428.9701884813706,0.35000000000582077,11.04344786680907,5867.086331984039,0.9253824201178378,0.01143743630783946,0.06318014357432286,0.795205283317123,0.1344759308934916,0.07031878578938532,2.0,428.9701884813706,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08472410993159185,0.08444356958694729,0.16313684928123837,0.8084473985791988,0.02841575213956284,0.1649798265810731,0.8066504203819022,0.028369753037024697,0.879820422236881,0.054500909413485635,0.06567866834963348,0.8796537592333543,0.05543085154990281,0.06491538921674296,428.9701884813706,428.88630287041934,428.9701884813706,428.9253822079564
154,154.0,0.000886,83.68063928072017,5.807448075908616,6.364216309187087,1191.267915949376,0.07414104640271807,0.005145398995255034,0.005638695649939759,0.08492514104791286,0.8730164647108369,0.060587464816244635,0.06639607047291841,2.0,428.0910555214597,0.35000000000582077,11.06389158981722,5868.45622501059,0.9230616251979945,0.012765412735924424,0.06417296206608104,0.7800754523797039,0.14939984724906147,0.07052470037123476,2.0,428.0910555214597,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08492514104791286,0.08507476025063009,0.1486001200836507,0.8250295302496973,0.026370349666652037,0.14896466446464024,0.8246260026713087,0.02640933286405101,0.8730164647108369,0.060587464816244635,0.06639607047291841,0.8716445128472463,0.06101089979286458,0.0673445873598891,428.0910555214597,428.0225312407418,428.0910555214597,428.1056048261632
155,155.0,0.000886,82.93064112558167,5.411149037218282,6.721480131480208,1191.4380984537606,0.07347654803726536,0.0047942780469753974,0.005955231396491464,0.08422605748073222,0.8723731139151806,0.056921553618631014,0.07070533246618836,2.0,428.54965011775624,0.35000000000582077,10.956367515459025,5817.1358070134465,0.9198620981123077,0.01196815277222149,0.06816974911547082,0.7841792861226207,0.14040644090282783,0.07541427297455146,2.0,428.54965011775624,0.0,liquid,0.075,6.0,0.175,0.0,5.303789740739649e-15,0.08422605748073222,0.08430676295566455,0.1560295431417967,0.8144628819360712,0.029507574922132056,0.15456432098350395,0.8165845703567622,0.028851108659733834,0.8723731139151806,0.056921553618631014,0.07070533246618836,0.8746931664872375,0.055780546431986024,0.06952628708077659,428.54965011775624,428.49368009064125,428.54965011775624,428.5412678656061
156,156.0,0.000886,83.23501866074548,5.64198618478039,5.733389463665437,1191.0950442613291,0.0737462265334205,0.004998799759715426,0.005079783064807577,0.08382480935794351,0.8797661109912452,0.059633893569263734,0.060599995439490975,2.0,428.3167238029085,0.35000000000582077,10.943614054278768,5805.574661103848,0.9289483245157983,0.012551664636440439,0.05850001084776122,0.7884277144478401,0.14707231872812168,0.06449996682403829,2.0,428.3167238029085,0.0,liquid,0.075,6.0,0.175,0.0,3.908235644186575e-16,0.08382480935794351,0.08360626619831757,0.15189653060595232,0.8236899718257878,0.024413497568259813,0.1534634002186543,0.8211718272916574,0.02536477248968823,0.8797661109912452,0.059633893569263734,0.060599995439490975,0.8810572769542612,0.05804535723882507,0.06089736580691367,428.3167238029085,428.3528435913139,428.3167238029085,428.2299647091822
157,157.0,0.000886,83.03652422206191,5.289195951603025,7.041583241594594,1190.9791613077157,0.07357036046074686,0.00468622761312028,0.00623884275205281,0.08449543082591995,0.8707022349210662,0.055461313911458573,0.07383645116747511,2.0,428.7100467482234,0.35000000000582077,10.97548623048427,5828.265766360436,0.9172201570626743,0.011652672540985733,0.07112717039634,0.7843118080886459,0.1368202193118871,0.07886797259946707,2.0,428.7100467482234,0.0,liquid,0.075,6.0,0.175,0.0,2.9482185330691725e-15,0.08449543082591995,0.08454039830931923,0.15889038894847496,0.8096701155047796,0.031439495546745404,0.15894327227052857,0.8101806339376476,0.030876093791823874,0.8707022349210662,0.055461313911458573,0.07383645116747511,0.8728299742409471,0.05551166918749205,0.07165835657156094,428.7100467482234,428.84386636151726,428.7100467482234,428.71709637112554
158,158.0,0.000886,81.82650508251933,4.572582490530774,6.142253297232392,1190.8947623213894,0.07249828350311213,0.004051308086610266,0.005442036421347899,0.0819916280110703,0.8842156847199522,0.04941124093868789,0.06637307434135994,2.0,429.67731684577916,0.35000000000582077,10.681202723324672,5680.002577457455,0.9260587440922949,0.010336317094874444,0.06360493881283055,0.8065071458874787,0.1219789566468738,0.07151389746564742,2.0,429.67731684577916,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.0819916280110703,0.08228987719134803,0.17712705508338528,0.7918491152535787,0.031023829663036077,0.17730772888816038,0.7924421990721858,0.030250072039653773,0.8842156847199522,0.04941124093868789,0.06637307434135994,0.8824872438102035,0.049162778784535344,0.06834997740526114,429.67731684577916,429.7825591470591,429.67731684577916,429.6152156702984
159,159.0,0.000886,81.98537751408719,4.420369956285402,6.318987037697726,1191.405690118312,0.07263904447748125,0.0039164477812688656,0.0055986225154001845,0.08215411477415029,0.8841802346379497,0.04767196131363066,0.0681478040484198,2.0,429.894507510085,0.35000000000582077,10.698838316635015,5692.985880579225,0.9248082682107256,0.009962733214247363,0.06522899857502695,0.8087281722902695,0.11770338492513623,0.07356844278459426,2.0,429.894507510085,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08215411477415029,0.08207431231163966,0.1820443847435039,0.7852166358737583,0.03273897938273773,0.18163516833101315,0.7833809212716859,0.03498391039730104,0.8841802346379497,0.04767196131363066,0.0681478040484198,0.8828484283907768,0.04728799684912441,0.06986357476009873,429.894507510085,429.9401087282959,429.894507510085,429.800014126523
160,160.0,0.000886,81.76376471289163,5.575536399405142,5.871880957484033,1190.9193546762383,0.07244269553562198,0.004939925249872956,0.005202486528330853,0.08258510731382579,0.8771883683620783,0.05981617522274443,0.0629954564151773,2.0,428.25391345746993,0.35000000000582077,10.770802353645127,5713.228541634819,0.926573401743595,0.012593612249146605,0.060832986007258325,0.7854733063699307,0.14751522074313428,0.06701147288693497,2.0,428.25391345746993,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08258510731382579,0.08216591456296778,0.15099279261583226,0.8237055269982385,0.025301680385929143,0.15071318146588564,0.824212351275007,0.02507446725910729,0.8771883683620783,0.05981617522274443,0.0629954564151773,0.8766495947948892,0.06031146445191361,0.06303894075319712,428.25391345746993,428.1207489814642,428.25391345746993,428.0916367244433
161,161.0,0.000886,83.05554533345254,5.364272746585791,6.642379361517304,1191.7414535166088,0.07358721316543895,0.004752745653475011,0.005885148114304331,0.0842251069332183,0.873696880240068,0.05642908423070856,0.06987403552922335,2.0,428.6325352296363,0.35000000000582077,10.961781467744899,5821.4545026629685,0.9208016080802199,0.011860161001453233,0.06733823091832677,0.7862166713961039,0.1391999416545457,0.07458338694935043,2.0,428.6325352296363,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.0842251069332183,0.08422066924040396,0.15739271464620155,0.8132364395880626,0.02937084576573597,0.1578902822527781,0.813142228315008,0.028967489432213896,0.873696880240068,0.05642908423070856,0.06987403552922335,0.873766383072626,0.05718964742864194,0.06904396949873202,428.6325352296363,428.49974197823695,428.6325352296363,428.5966744942824
162,162.0,0.000886,81.69856073568083,5.023943755244499,6.1978894414039365,1190.7883143363013,0.07238492481181322,0.004451214167146626,0.005491330045083887,0.08232746902404373,0.8792317518065959,0.054067180977550144,0.0667010672158541,2.0,429.0161843232009,0.35000000000582077,10.722015394998113,5695.075398604518,0.9245081952176799,0.011344058767233383,0.06414774601508663,0.7951469283308606,0.13341012222340093,0.07144294944573844,2.0,429.0161843232009,0.0,liquid,0.075,6.0,0.175,0.0,6.385409197305493e-15,0.08232746902404373,0.0821045863958944,0.16402836719475317,0.8069364097780289,0.029035223027217966,0.16390804997879108,0.8068936815425611,0.029198268478647708,0.8792317518065959,0.054067180977550144,0.0667010672158541,0.8802564403917663,0.05270295703294988,0.06704060257528387,429.0161843232009,429.06950952532225,429.0161843232009,429.07288138915925
163,163.0,0.000886,82.80536582806334,4.866153853190506,5.888752649985006,1191.170055011648,0.07336555412366412,0.004311412313926789,0.005217434847886715,0.08289440128547762,0.8850483625667628,0.052010898770820976,0.06294073866241633,2.0,429.3632143759939,0.35000000000582077,10.8141555059575,5747.759166916793,0.9286862831805333,0.010895548515262449,0.060418168304204135,0.8040065100003092,0.12836797781499468,0.06762551218469602,2.0,429.3632143759939,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08289440128547762,0.08280926684403947,0.1704381899047264,0.8012799134373171,0.028281896657956603,0.17119672536557642,0.7990028035116361,0.029800471122787508,0.8850483625667628,0.052010898770820976,0.06294073866241633,0.8856347057445756,0.05141827029367322,0.06294702396175114,429.3632143759939,429.2286672662006,429.3632143759939,429.29374844065603
164,164.0,0.000886,82.03751474491995,5.486298960448574,6.279017332524754,1191.30864000276,0.07268523806399907,0.004860860878957436,0.005563209356616932,0.08310930829957343,0.8745739743375067,0.058487562685952295,0.06693846297654105,2.0,428.38357620982674,0.35000000000582077,10.82558597238515,5745.143246729676,0.9230977197337235,0.012306661439756766,0.06459561882651976,0.784458447175317,0.1442520935696379,0.07128945925504515,2.0,428.38357620982674,0.0,liquid,0.075,6.0,0.175,0.0,2.5154676112090345e-15,0.08310930829957343,0.08308896619026072,0.15317152318253888,0.8194736478983596,0.027354828919101477,0.15283038903405405,0.8203496820532161,0.026819928912729718,0.8745739743375067,0.058487562685952295,0.06693846297654105,0.8757448336906466,0.05753368206783832,0.06672148424151515,428.38357620982674,428.3610195077199,428.38357620982674,428.63564707904254
165,165.0,0.000886,82.30455924021344,5.353305777377001,5.810091610809897,1191.238005176047,0.07292183948682911,0.0047430289187560225,0.005147741167177569,0.08281260957276271,0.8805644437850597,0.057274235689778547,0.0621613205251616,2.0,428.62960633105325,0.35000000000582077,10.8062623889035,5736.394697125209,0.9280556843979612,0.012037952808789573,0.05990636279324936,0.7923664255060926,0.14128447532386723,0.06634909917004012,2.0,428.62960633105325,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08281260957276271,0.08238886103966728,0.15703203934174081,0.8171022662187614,0.025865694439497832,0.15621019943166847,0.8156030739333875,0.02818672663494405,0.8805644437850597,0.057274235689778547,0.0621613205251616,0.8811622231897938,0.05770848420281007,0.0611292926073962,428.62960633105325,428.6600213756719,428.62960633105325,428.71817489641853
166,166.0,0.000886,82.10980975482643,4.991838586971037,5.379377303824703,1191.7039244627122,0.07274929144277621,0.004422768988056339,0.0047661282911886866,0.08193818872202124,0.8878557431819887,0.05397689474270378,0.05816736207530749,2.0,429.15762816442407,0.35000000000582077,10.711874768816754,5691.942681879255,0.9327840431243868,0.011317887366645607,0.05589806950896748,0.8044174718624184,0.13320076558203067,0.06238176255555088,2.0,429.15762816442407,0.0,liquid,0.075,6.0,0.175,0.0,2.794719038622732e-15,0.08193818872202124,0.08154103636826855,0.16621123664809534,0.8083805500614907,0.025408213290413862,0.16674149618415582,0.8066474207481308,0.02661108306771346,0.8878557431819887,0.05397689474270378,0.05816736207530749,0.8894890502596535,0.05285015770749132,0.05766079203285522,429.15762816442407,429.0438687648878,429.15762816442407,429.2880611776901
167,167.0,0.000886,82.23538095697273,5.776406406830708,6.254758561049743,1190.9231837453603,0.07286054752787784,0.005117896076452007,0.0055417160850900725,0.08352015968941992,0.8723707880686391,0.061277374175091846,0.06635183775626904,2.0,427.99261261195096,0.35000000000582077,10.878729991915648,5768.410498523032,0.9229193650504945,0.012916534308319462,0.064164100641186,0.7784948593902868,0.1510903624969581,0.07041477811275507,2.0,427.99261261195096,0.0,liquid,0.075,6.0,0.175,0.0,1.1548528983175893e-15,0.08352015968941992,0.08364094658667212,0.14712677233715696,0.8267624182728288,0.026110809390014148,0.14765116428006914,0.8278129954786733,0.02453584024125769,0.8723707880686391,0.061277374175091846,0.06635183775626904,0.8708484850721253,0.06253805459688003,0.06661346033099468,427.99261261195096,427.89018637851507,427.99261261195096,428.0721369131583
168,168.0,0.000886,80.66089902408753,5.784547257643834,6.3766189538147255,1190.9070185862574,0.07146555653534155,0.005125108870272437,0.005649684393079847,0.08224034979869384,0.8689841022110607,0.0623186657500554,0.06869723203888387,2.0,427.8064079949597,0.35000000000582077,10.70227153203049,5673.3390731840245,0.9203543353583323,0.01314712316951792,0.06649854147214962,0.7735822406540738,0.1536372448260601,0.0727805145198662,2.0,427.8064079949597,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08224034979869384,0.08211138409343591,0.14447501262022064,0.828875004530546,0.026649982849233422,0.1446002994998134,0.8306565551324161,0.02474314536777048,0.8689841022110607,0.0623186657500554,0.06869723203888387,0.8703565973260213,0.06293193432017273,0.06671146835380597,427.8064079949597,427.7969958885029,427.8064079949597,427.9916944924536
169,169.0,0.000886,81.83313048269328,5.204907753503964,6.447932814690295,1191.6975293136234,0.07250415360766624,0.0046115482696045115,0.005712868473815601,0.08282857035108634,0.875351986643523,0.055675816328321165,0.06897219702815592,2.0,428.75347775885393,0.35000000000582077,10.783562730547821,5727.749683630513,0.9218786868278703,0.011695444303822126,0.0664258688683076,0.7889452577317401,0.13735365008620978,0.07370109218205019,2.0,428.75347775885393,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08282857035108634,0.08219126802963923,0.15943457173443382,0.8112530792380137,0.029312349027552476,0.16024978697794637,0.8097441289510964,0.0300060840709573,0.875351986643523,0.055675816328321165,0.06897219702815592,0.873486125888263,0.05755323261624572,0.06896064149549126,428.75347775885393,428.80384278760636,428.75347775885393,428.6747775605067
170,170.0,0.000886,81.24620004327721,6.1508795819042605,6.334742798221804,1191.224833475369,0.0719841332383436,0.005449679309567175,0.005612582119224518,0.0830463946671353,0.8667942001199305,0.06562210594945701,0.06758369393061245,2.0,427.3457593141303,0.35000000000582077,10.813619253385314,5728.363641689849,0.9205447334915947,0.013873024658815118,0.06558224184959019,0.7669717810034604,0.1617275426298298,0.07130067636670973,2.0,427.3457593141303,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.0830463946671353,0.08324193006998422,0.13815087064979847,0.8367154343706003,0.025133694979601225,0.14028823309013966,0.8350383415510558,0.024673425358804596,0.8667942001199305,0.06562210594945701,0.06758369393061245,0.8655537018123427,0.06607035928243533,0.06837593890522213,427.3457593141303,427.4519111911717,427.3457593141303,427.08968557556443
171,171.0,0.000886,80.74524060187781,4.684585086483473,6.392150280211944,1190.903856640511,0.07154028317326373,0.004150542386624357,0.005663445148267782,0.08135427070815586,0.8793672729229166,0.051018125422249774,0.06961460165483378,2.0,429.4030144077984,0.35000000000582077,10.584820801118056,5626.645807314848,0.9225041437058312,0.010685658958261736,0.066810197335907,0.7992559414708732,0.12592127742498382,0.07482278110414299,2.0,429.4030144077984,0.0,liquid,0.075,6.0,0.175,0.0,1.3382166044462416e-15,0.08135427070815586,0.08142074603656574,0.1716424216135616,0.7966523079306791,0.03170527045575935,0.17166852237397115,0.7972097010107669,0.031121776615261915,0.8793672729229166,0.051018125422249774,0.06961460165483378,0.8804244404846511,0.04950756553232533,0.07006799398302373,429.4030144077984,429.4637197512755,429.4030144077984,429.35840184696315
172,172.0,0.000886,81.48300451677427,5.194609107059415,6.374403651217823,1191.1598433611332,0.07219394200186201,0.004602423668854641,0.005647721634978991,0.08244408730569565,0.8756715534271491,0.0558247876744544,0.06850365889839644,2.0,428.73940997567337,0.35000000000582077,10.731942479440656,5698.822468875367,0.9222928917632801,0.011727483362709009,0.06597962487401098,0.789089067947797,0.13771978139434365,0.07319115065785937,2.0,428.73940997567337,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08244408730569565,0.08226752303074104,0.1591697028749112,0.8117760438759892,0.029054253249099476,0.1584112412977131,0.8121795366415919,0.02940922206069497,0.8756715534271491,0.0558247876744544,0.06850365889839644,0.8747100311073978,0.05712070636488541,0.06816926252771696,428.73940997567337,428.7467756351726,428.73940997567337,428.7952318332281
173,173.0,0.000886,81.25493164433581,4.731422654577888,6.395719719649549,1191.529543590496,0.07199186943688153,0.004192040471956008,0.0056666076716095,0.08185051758044704,0.8795530140188069,0.05121580896340513,0.06923117701778804,2.0,429.3809119788935,0.35000000000582077,10.654906164872534,5665.128700811277,0.9228217205914855,0.010728132378641104,0.0664501470298734,0.7991968446715096,0.12640720833327282,0.0743959469952176,2.0,429.3809119788935,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08185051758044704,0.08152716787742498,0.1711739743554284,0.797388076021712,0.03143794962285963,0.16942894627828858,0.7975734993825601,0.032997554339151344,0.8795530140188069,0.05121580896340513,0.06923117701778804,0.8828735414273049,0.05024687553785037,0.06687958303484476,429.3809119788935,429.3062925035378,429.3809119788935,429.3960636760683
174,174.0,0.000886,82.75795330431288,4.988329888964619,5.58294633438908,1191.365404123192,0.07332354662762121,0.004419660281622652,0.004946490452268725,0.08268969736151258,0.8867313458296585,0.05344874177372133,0.05981991239662027,2.0,429.20733453725506,0.35000000000582077,10.80124266751253,5739.353453701162,0.9313246299689723,0.011204630923356568,0.05747073910767128,0.8039152467157655,0.13190209049395585,0.0641826627902786,2.0,429.20733453725506,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.08268969736151258,0.08289703546750836,0.1672380507373814,0.8064371181320504,0.026324831130568254,0.16772898898833935,0.8061027026109439,0.026168308400716832,0.8867313458296585,0.05344874177372133,0.05981991239662027,0.8872486954265614,0.05330550593738554,0.059445798636053024,429.20733453725506,429.10024383767063,429.20733453725506,429.23488179835186
175,175.0,0.000872,87.81232672577481,7.760309695400657,11.149073785604076,1198.8060463961913,0.07657234890487565,0.006766990054389374,0.009721992341046754,0.09306133130031177,0.8228159627093053,0.07271537984506249,0.10446865744563213,2.0,425.714539850391,0.35000000000582077,12.000428200559904,6365.737809141272,0.8822524170800664,0.015487360978088208,0.10226022194184542,0.7124339760233745,0.17899598630977268,0.10857003766685278,2.0,425.714539850391,0.0,liquid,0.075,6.0,0.175,0.0,5.177637531663585e-16,0.09306133130031177,0.09315886440238998,0.11952921056261995,0.8450601196430163,0.03541066979436377,0.11961532806077581,0.8463115049852794,0.03407316695394473,0.8228159627093053,0.07271537984506249,0.10446865744563213,0.8221625366901296,0.07375848977269035,0.10407897353717994,425.714539850391,425.6634521415581,425.714539850391,425.846630850658
176,176.0,0.000872,89.85158106897337,8.063990339908013,11.027197710376688,1204.185196094929,0.07835057869214479,0.007031799576399788,0.009615716403448472,0.09499809467199305,0.8247594750470694,0.0740204274694035,0.10122009748352709,2.0,425.5724052772302,0.35000000000582077,12.304110457238377,6539.434855364021,0.8850692944143342,0.015775574286197424,0.09915513129946814,0.7127555247961974,0.1821894405213986,0.10505503468240397,2.0,425.5724052772302,0.0,liquid,0.075,6.0,0.175,0.0,4.737273769231305e-15,0.09499809467199305,0.09567712270364144,0.1181168272404356,0.848058936762649,0.03382423599691554,0.11735425055201353,0.8488988108822827,0.03374693856570386,0.8247594750470694,0.0740204274694035,0.10122009748352709,0.8234169511877835,0.07470958354358985,0.10187346526862674,425.5724052772302,425.6133988357282,425.5724052772302,425.6106110346764
177,177.0,0.000872,91.74612982329184,10.81802035266573,11.97263386210962,1213.9457627731822,0.08000262520591049,0.009433313747524517,0.010440136727759588,0.0998760756811946,0.80101890928594,0.09445018422265354,0.10453090649140646,2.0,422.3911540156052,0.35000000000582077,12.994683620145238,6895.80146169947,0.8754442770896952,0.020426781399764896,0.10412894151053993,0.6628003690820322,0.23192221803354002,0.1052774128844278,2.0,422.3911540156052,0.0,liquid,0.075,6.0,0.175,0.0,4.799748407203147e-16,0.0998760756811946,0.10000197604605447,0.09313156393558837,0.8785104340172466,0.028358002047165137,0.09373159129277871,0.877544645931853,0.0287237627753683,0.80101890928594,0.09445018422265354,0.10453090649140646,0.801227311583386,0.09541963697337964,0.1033530514432342,422.3911540156052,422.42481638626793,422.3911540156052,422.4710453083643
178,178.0,0.000872,91.06268726796604,9.944752666236164,12.266973126903954,1225.2576306725791,0.0794066632976664,0.008671824324957935,0.01069680056666025,0.09877528818928458,0.8039122411417136,0.08779346012476306,0.10829429873352339,2.0,423.36222053540473,0.35000000000582077,12.912547534947985,6898.014093669681,0.8737676836956692,0.018902024249134567,0.10733029205519619,0.6741807049730524,0.21573469817657173,0.11008459685037576,2.0,423.36222053540473,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.09877528818928458,0.09889017465781472,0.09949315652443236,0.8692340305811848,0.03127281289438292,0.10041228065542201,0.8682296526260967,0.031358066718481195,0.8039122411417136,0.08779346012476306,0.10829429873352339,0.8044741091681523,0.08667813735911303,0.10884775347273452,423.36222053540473,423.15223033683225,423.36222053540473,423.26826426121943
179,179.0,0.000872,93.7956867556935,12.079482304832508,15.428243540362956,1238.011975855552,0.08178983885096473,0.010533308569813948,0.013453428367196499,0.10577657578797518,0.7732320529538517,0.09958072939445056,0.12718721765169771,2.0,421.1830201471353,0.35000000000582077,13.824439834065585,7399.0847382416305,0.8508438694966657,0.021657596281546353,0.12749853422178795,0.629095822234748,0.2442951194579944,0.12660905830725755,2.0,421.1830201471353,0.0,liquid,0.075,6.0,0.175,0.0,8.574784188076286e-16,0.10577657578797518,0.1057236045934244,0.08556802148267743,0.8815905610259106,0.03284141749141199,0.0855579296693577,0.8816397594606766,0.03280231086996568,0.7732320529538517,0.09958072939445056,0.12718721765169771,0.7723953007452952,0.09875922268242887,0.12884547657227596,421.1830201471353,421.10445244430855,421.1830201471353,421.0734807782137
180,180.0,0.000872,92.94500974187304,13.932689893024907,16.99300142962373,1250.886259348318,0.08104804849491329,0.01214930558671772,0.014817897246631895,0.1080152513282629,0.7503389336067446,0.11247768659812186,0.13718337979513356,2.0,418.90686302496914,0.35000000000582077,14.16319555533688,7590.999077478467,0.8361293788867127,0.024724427082584613,0.13914619403070264,0.5910138209473584,0.27544802569491544,0.13353815335772617,2.0,418.90686302496914,0.0,liquid,0.075,6.0,0.175,0.0,3.918005225120474e-15,0.1080152513282629,0.10827992407998656,0.07452230952271566,0.8936864768323305,0.03179121364495377,0.07576300845533362,0.8933433322850673,0.030893659259599,0.7503389336067446,0.11247768659812186,0.13718337979513356,0.749466485491798,0.11322521989543016,0.13730829461277197,418.90686302496914,419.02731378012976,418.90686302496914,419.0682744172716
181,181.0,0.000872,91.72607651115896,15.884215857952048,19.903908856356672,1260.8438238988203,0.07998513871773062,0.013851036228134187,0.01735620852274302,0.11119238346860782,0.7193400862776925,0.12456821048399105,0.15609170323831648,2.0,416.5154154373186,0.35000000000582077,14.552732562020788,7800.425171068209,0.8120369331033649,0.027693109850684735,0.16026995704595046,0.547188799319354,0.3044791116563435,0.14833208902430245,2.0,416.5154154373186,0.0,liquid,0.075,6.0,0.175,0.0,6.58147504091569e-16,0.11119238346860782,0.11140089760880104,0.06510447793372097,0.9019320308049519,0.032963491261327235,0.06465522079880857,0.902733118091737,0.03261166110945453,0.7193400862776925,0.12456821048399105,0.15609170323831648,0.7185006527965163,0.12580346031696185,0.15569588688652183,416.5154154373186,416.52333694209904,416.5154154373186,416.5255055908333
182,182.0,0.000872,89.04843482232945,18.69530847790829,21.997804133257706,1269.6219491278137,0.07765023516507129,0.01630230899273603,0.01918208520420072,0.11313462936200805,0.6863524952789315,0.144096543071458,0.16955096164961045,2.0,412.80922639238304,0.35000000000582077,14.811982475362248,7912.818308052449,0.7900329012938151,0.032607122297657366,0.17735997640852752,0.493803169826769,0.3511483245041614,0.15504850566906958,2.0,412.80922639238304,0.0,liquid,0.075,6.0,0.175,0.0,0.0,0.11313462936200805,0.11355946969672959,0.05443053962536366,0.914195274466534,0.03137418590810237,0.05481185767658309,0.9129860647695202,0.032202077553896945,0.6863524952789315,0.144096543071458,0.16955096164961045,0.6859661799413885,0.14358518099283785,0.17044863906577365,412.80922639238304,412.66752550107276,412.80922639238304,412.74690347403845
